"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.hitNum","Input.originalMatrix","Input.filenameTrial1","Input.levelTrial1","Input.stimSingularTrial1","Input.stimPluralTrial1","Input.targetReferentTrial1","Input.distractorReferentTrial1","Input.otherReferentTrial1","Input.targetFeatureTrial1","Input.check1NameTrial1","Input.check1CountTrial1","Input.check2NameTrial1","Input.check2CountTrial1","Input.check3NameTrial1","Input.check3CountTrial1","Input.permutedMatrix1","Input.filenameTrial2","Input.levelTrial2","Input.stimSingularTrial2","Input.stimPluralTrial2","Input.targetReferentTrial2","Input.distractorReferentTrial2","Input.otherReferentTrial2","Input.targetFeatureTrial2","Input.check1NameTrial2","Input.check1CountTrial2","Input.check2NameTrial2","Input.check2CountTrial2","Input.check3NameTrial2","Input.check3CountTrial2","Input.permutedMatrix2","Input.filenameTrial3","Input.levelTrial3","Input.stimSingularTrial3","Input.stimPluralTrial3","Input.targetReferentTrial3","Input.distractorReferentTrial3","Input.otherReferentTrial3","Input.targetFeatureTrial3","Input.check1NameTrial3","Input.check1CountTrial3","Input.check2NameTrial3","Input.check2CountTrial3","Input.check3NameTrial3","Input.check3CountTrial3","Input.permutedMatrix3","Answer.bet1Trial1","Answer.bet1Trial2","Answer.bet1Trial3","Answer.bet2Trial1","Answer.bet2Trial2","Answer.bet2Trial3","Answer.bet3Trial1","Answer.bet3Trial2","Answer.bet3Trial3","Answer.check1CountTrial1","Answer.check1CountTrial2","Answer.check1CountTrial3","Answer.check2CountTrial1","Answer.check2CountTrial2","Answer.check2CountTrial3","Answer.check3CountTrial1","Answer.check3CountTrial2","Answer.check3CountTrial3","Answer.participantExplanation","Approve","Reject"
"22H6R70G5R98W1P3RJYWYSTOTMCQAC","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:40 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:40 GMT 2012","","","2MPKNQY2RCJKPW5VA88R6KUL7HZS31","A9BH2DMJT6QKY","Submitted","Mon Dec 03 18:21:39 GMT 2012","Mon Dec 03 18:24:11 GMT 2012","Mon Dec 10 10:24:11 PST 2012","","","","152","0% (0/0)","0% (0/0)","0% (0/0)","1","001011110","E1S_targ-stims/S1-trial1.jpg","2","face","faces","1","3","2","glasses","a hat","2","glasses","2","a mustache","1","110101001","E1S_targ-stims/S1-trial2.jpg","0","sundae","sundaes","2","1","3","cherry","a cherry","1","whipped cream","2","chocolate sauce","2","010011101","E1S_targ-stims/S1-trial3.jpg","1","snowman","snowmen","3","2","1","beanie","a beanie","2","a scarf","2","gloves","1","011110100","26","0","50","24","60","26","50","40","24","2","1","2","2","2","2","1","2","1","Perception."
"2E4B3Q39Z0B6DMU6P95VYTVSFQLKVF","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:40 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:40 GMT 2012","","","2KUSEIUUU00O9DQA0N9SES2XZXZSSU","A3G5GY26FYNJDP","Submitted","Mon Dec 03 18:35:49 GMT 2012","Mon Dec 03 18:38:18 GMT 2012","Mon Dec 10 10:38:18 PST 2012","","","","149","0% (0/0)","0% (0/0)","0% (0/0)","2","001011110","E1S_targ-stims/S2-trial1.jpg","1","snowman","snowmen","2","1","3","beanie","a beanie","2","a scarf","2","gloves","1","110101001","E1S_targ-stims/S2-trial2.jpg","0","sundae","sundaes","1","2","3","chocolate","a cherry","2","whipped cream","2","chocolate sauce","1","101011100","E1S_targ-stims/S2-trial3.jpg","2","face","faces","3","1","2","mustache","a hat","1","glasses","2","a mustache","2","100011101","33","50","40","34","25","10","33","25","50","2","2","1","1","2","2","1","1","2","Color and perception"
"248YN5F3Q0JGOM4MJHNYH49G42OFB2","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:40 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:40 GMT 2012","","","2CWSMEZZ2MIK5GFU4U0Y98TZTO7M58","AIFFJ6AP6AV28","Submitted","Mon Dec 03 18:09:06 GMT 2012","Mon Dec 03 18:11:47 GMT 2012","Mon Dec 10 10:11:47 PST 2012","","","","161","0% (0/0)","0% (0/0)","0% (0/0)","3","001011110","E1S_targ-stims/S3-trial1.jpg","0","face","faces","1","3","2","mustache","a hat","2","glasses","2","a mustache","1","110011100","E1S_targ-stims/S3-trial2.jpg","2","sundae","sundaes","1","2","3","cherry","a cherry","2","whipped cream","1","chocolate sauce","2","110010101","E1S_targ-stims/S3-trial3.jpg","1","snowman","snowmen","2","3","1","scarf","a beanie","2","a scarf","2","gloves","1","101011100","70","30","30","15","50","30","15","20","40","2","2","2","2","1","2","1","2","1","I'm unsure. I would guess that it is about communication when you do not know what the other person is saying."
"26QPJWKUDD8X549QZEQ0H6UUJGPAL7","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:40 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:40 GMT 2012","","","23NOK5UFJ51YQJKOVKPQY1CVQDBA7P","A19CZIFNN5RZ7H","Submitted","Mon Dec 03 17:57:39 GMT 2012","Mon Dec 03 18:02:47 GMT 2012","Mon Dec 10 10:02:47 PST 2012","","","","308","100% (1/1)","100% (1/1)","0% (0/0)","4","001011110","E1S_targ-stims/S4-trial1.jpg","0","sundae","sundaes","3","1","2","cherry","a cherry","1","whipped cream","2","chocolate sauce","2","001110011","E1S_targ-stims/S4-trial2.jpg","2","snowman","snowmen","2","3","1","scarf","a beanie","2","a scarf","2","gloves","1","110011001","E1S_targ-stims/S4-trial3.jpg","1","face","faces","1","2","3","hat","a hat","2","glasses","2","a mustache","1","110011001","10","0","50","20","90","40","70","10","10","1","2","2","2","2","2","2","1","1",""
"2MAW6NG1FS3NHGPBUKSF5SZMX7NYK2","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:40 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:40 GMT 2012","","","2JQ8TNKIMZSMODLHO7FM6PGYCU5YB9","A1S7H3CKI9NWKX","Submitted","Mon Dec 03 17:59:29 GMT 2012","Mon Dec 03 18:02:22 GMT 2012","Mon Dec 10 10:02:22 PST 2012","","","","173","0% (0/0)","0% (0/0)","0% (0/0)","5","001011110","E1S_targ-stims/S5-trial1.jpg","1","face","faces","3","2","1","mustache","a hat","1","glasses","2","a mustache","2","100110011","E1S_targ-stims/S5-trial2.jpg","2","sundae","sundaes","2","1","3","whipped cream","a cherry","1","whipped cream","2","chocolate sauce","2","100110011","E1S_targ-stims/S5-trial3.jpg","0","snowman","snowmen","2","3","1","beanie","a beanie","1","a scarf","2","gloves","2","010110101","30","100","0","40","0","100","30","0","0","1","1","1","2","2","2","2","2","2",""
"2NFBAT2D5NQY6YL3M5AGBTYNIMT37W","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:41 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:41 GMT 2012","","","2G2UC26DG67DKQ9VWKB0IOK5G5P6DP","A3UMNVSZLB74LO","Submitted","Mon Dec 03 17:59:04 GMT 2012","Mon Dec 03 18:01:04 GMT 2012","Mon Dec 10 10:01:04 PST 2012","","","","120","0% (0/0)","0% (0/0)","0% (0/0)","6","001011110","E1S_targ-stims/S6-trial1.jpg","1","face","faces","2","1","3","hat","a hat","2","glasses","2","a mustache","1","110101001","E1S_targ-stims/S6-trial2.jpg","0","snowman","snowmen","3","1","2","gloves","a beanie","2","a scarf","2","gloves","1","011110001","E1S_targ-stims/S6-trial3.jpg","2","sundae","sundaes","1","2","3","whipped cream","a cherry","2","whipped cream","2","chocolate sauce","1","101110010","20","20","80","20","60","10","60","20","10","2","2","2","2","2","2","1","1","1","descriptives"
"2YATLB3L0FBJSBUBFJARKVE6MZNKWP","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:41 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:41 GMT 2012","","","2HYO33FDEY5C7P6LCWQ3ECRII3R0RL","A1ET2J1PIP0RGO","Submitted","Mon Dec 03 17:39:09 GMT 2012","Mon Dec 03 17:41:17 GMT 2012","Mon Dec 10 09:41:17 PST 2012","","","","128","100% (5/5)","0% (0/0)","0% (0/0)","7","001011110","E1S_targ-stims/S7-trial1.jpg","0","sundae","sundaes","3","1","2","whipped cream","a cherry","2","whipped cream","1","chocolate sauce","2","011001110","E1S_targ-stims/S7-trial2.jpg","2","snowman","snowmen","3","2","1","scarf","a beanie","1","a scarf","2","gloves","2","010011101","E1S_targ-stims/S7-trial3.jpg","1","face","faces","2","1","3","glasses","a hat","1","glasses","2","a mustache","2","001110101","50","25","25","25","50","50","25","25","25","2","1","1","1","2","2","2","2","2","spotting the differences"
"2P1IA0RYNJ926CQMWA2MPTUIT6Z38J","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:41 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:41 GMT 2012","","","2XIYN5F3Q0JGOM4MJHNYH49I6JOBFY","A2MJGUJEBLTAB6","Submitted","Mon Dec 03 19:10:34 GMT 2012","Mon Dec 03 19:11:41 GMT 2012","Mon Dec 10 11:11:41 PST 2012","","","","67","100% (4/4)","0% (0/0)","0% (0/0)","8","001011110","E1S_targ-stims/S8-trial1.jpg","0","face","faces","3","2","1","hat","a hat","1","glasses","2","a mustache","2","001110101","E1S_targ-stims/S8-trial2.jpg","2","snowman","snowmen","3","1","2","gloves","a beanie","1","a scarf","2","gloves","2","100011101","E1S_targ-stims/S8-trial3.jpg","1","sundae","sundaes","1","3","2","whipped cream","a cherry","2","whipped cream","2","chocolate sauce","1","011101010","30","40","40","40","30","30","30","30","30","1","1","2","2","2","2","2","2","1","Gambling and similarities."
"292MT6YTWX4HMA8P7949FGI7DTN1W3","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:41 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:41 GMT 2012","","","2A9FL42J1LY5R4D23RRIMFKKASSO3W","A204EBKLGXZDSM","Submitted","Mon Dec 03 17:53:33 GMT 2012","Mon Dec 03 17:59:00 GMT 2012","Mon Dec 10 09:59:00 PST 2012","","","","327","0% (0/0)","0% (0/0)","0% (0/0)","9","001011110","E1S_targ-stims/S9-trial1.jpg","0","sundae","sundaes","2","3","1","cherry","a cherry","1","whipped cream","2","chocolate sauce","2","010101110","E1S_targ-stims/S9-trial2.jpg","2","snowman","snowmen","3","2","1","scarf","a beanie","1","a scarf","2","gloves","2","010011101","E1S_targ-stims/S9-trial3.jpg","1","face","faces","3","2","1","hat","a hat","2","glasses","2","a mustache","1","011110100","30","60","34","10","10","33","60","30","33","1","1","2","2","2","2","2","2","1","Seeing how people interpret ""mumble mumble"" with regards to choice selection"
"2B8IHPCGJ2D2KH9W1280PPPTDCH398","2JJ45UUKQOYG6B21JXZOM01072OWES","Communication game (fun, 3 minutes, do once only!)","Answer a few quick questions about a group of bugs. PLEASE DO ONLY ONE ""COMMUNICATION GAME"" HIT!","psychology, language, game","$0.15","Mon Dec 03 17:38:41 GMT 2012","1","BatchId:980198;","600","604800","Thu Dec 13 17:38:41 GMT 2012","","","2DGH1XERSQV6PKRPDNK3NVWDSBA80O","A13QR3AHC4D75F","Submitted","Mon Dec 03 18:29:31 GMT 2012","Mon Dec 03 18:31:32 GMT 2012","Mon Dec 10 10:31:32 PST 2012","","","","121","0% (0/0)","0% (0/0)","0% (0/0)","10","001011110","E1S_targ-stims/S10-trial1.jpg","1","face","faces","1","3","2","mustache","a hat","2","glasses","1","a mustache","2","011010101","E1S_targ-stims/S10-trial2.jpg","0","snowman","snowmen","3","2","1","beanie","a beanie","1","a scarf","2","gloves","2","001101110","E1S_targ-stims/S10-trial3.jpg","2","sundae","sundaes","2","1","3","cherry","a cherry","2","whipped cream","2","chocolate sauce","1","110011100","25","25","50","50","50","25","25","25","25","2","1","2","1","2","2","2","2","1","To see which picture (1st, 2nd or 3rd) people notice the most"
